"","ï..License.Serial.Number","License.Type.Name","License.Class.Code","License.Type.Code","Agency.Zone.Office.Name","Agency.Zone.Office.Number","County.Name..Licensee.","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","License.Certificate.Number","License.Original.Issue.Date","License.Effective.Date","License.Expiration.Date","Latitude","Longitude","Location"
"1028",1304805,"MICRO BREWER",101,"MI","New York City",1,"SUFFOLK","GREENPORT BREWING COMPANY LLC, THE","GREENPORT HARBOR BREWING COMPANY","234 CARPENTER ST","","GREENPORT","NY",11944,908803,2017-12-26,2018-12-01,2019-11-30,41.10314,-72.35851,"(41.10314, -72.35851)"
"1029",1286496,"RESTAURANT BREWER",210,"MR","New York City",1,"SUFFOLK","AMITY ALES INC","","192 BROADWAY","","AMITYVILLE","NY",11701,902945,2015-08-06,2018-08-01,2021-07-31,40.67879,-73.41775,"(40.67879, -73.41775)"
"1030",1286722,"WINERY",301,"DW","New York City",1,"SUFFOLK","MEDWICK WINES LLC","MAIDEN & LIBERTY","35 COX NECK RD","","MATTITUCK","NY",11952,909047,2015-11-05,2018-11-01,2021-10-31,40.98854,-72.55391,"(40.98854, -72.55391)"
"1031",1284834,"WINERY",301,"DW","New York City",1,"SUFFOLK","DEL VINO VINEYARDS INC","","29 NORWOOD RD","","NORTHPORT","NY",11768,902961,2015-09-28,2018-09-01,2021-08-31,40.9135,-73.32517,"(40.9135, -73.32517)"
"1032",1311249,"WINERY",301,"DW","New York City",1,"SUFFOLK","HF RFM LLC","BEACON MEADERY","35 COX NECK RD","","MATTITUCK","NY",11952,910695,2018-08-20,2019-01-17,2021-07-31,40.98868,-72.55463,"(40.98868, -72.55463)"
"1033",1233906,"WINERY",301,"DW","New York City",1,"SUFFOLK","L A WINERY CORP","","114 CAIN DR","WASHINGTON AVE & BRENTWOOD PKW","BRENTWOOD","NY",11717,912339,2010-01-22,2019-01-01,2021-12-31,40.80653971,-73.24820566,"(40.80653971, -73.24820566)"
"1034",1045583,"WINERY",301,"DW","New York City",1,"SUFFOLK","PINDAR VINEYARDS LLC","","37645 STATE ROUTE 25","","PECONIC","NY",11958,914005,NA,2019-04-01,2022-03-31,41.03218921,-72.46561708,"(41.03218921, -72.46561708)"
"1035",1313584,"WINERY",301,"DW","New York City",1,"SUFFOLK","PWG WINE COMPANY LLC","PREMIUM WINE GROUP","35 COX NECK RD","","MATTITUCK","NY",11952,903692,2018-12-21,2018-12-21,2021-11-30,40.98868,-72.55463,"(40.98868, -72.55463)"
"1036",1273178,"WINERY",301,"DW","New York City",1,"SUFFOLK","DUCK WALK VINEYARDS INC","","231 MONTAUK HGWY","","WATER MILL","NY",11976,884952,2013-11-05,2016-11-01,2019-10-31,40.90269679,-72.36565353,"(40.90269679, -72.36565353)"
"1037",1273175,"WINERY",301,"DW","New York City",1,"SUFFOLK","JASON'S VINEYARD'S INC","","1785 MAIN RD","","JAMESPORT","NY",11947,885903,2013-11-05,2016-11-01,2019-10-31,40.95266958,-72.57543902,"(40.95266958, -72.57543902)"
"1038",1277614,"WINERY",301,"DW","New York City",1,"SUFFOLK","WOLFFER ESTATE VINEYARD INC","WOLFFER ESTATE","139 SAGG RD","","SAGAPONACK","NY",11962,891113,2014-07-15,2017-07-01,2020-06-30,40.94482,-72.27887,"(40.94482, -72.27887)"
"1039",1309722,"WINERY",301,"DW","New York City",1,"SUFFOLK","W A MEADWERKS INC","","26 W HOFFMAN AVE","","LINDENHURST","NY",11757,898278,2018-06-12,2018-06-12,2021-05-31,40.68686,-73.37443,"(40.68686, -73.37443)"
"1040",1278258,"WINERY",301,"DW","New York City",1,"SUFFOLK","FOGHAT CELLARS LLC","","35 COX NECK RD","","MATTITUCK","NY",11952,892040,2014-07-16,2017-07-01,2020-06-30,40.98848,-72.55465,"(40.98848, -72.55465)"
"1041",1304144,"WINERY",301,"DW","New York City",1,"SUFFOLK","KWAW AMOS","OSON WINE","35 COX NECK RD","","MATTITUCK","NY",11952,894873,2017-10-03,2017-10-03,2020-09-30,40.98868,-72.55463,"(40.98868, -72.55463)"
"1042",1049117,"WINERY / FARM WINERY RETAIL",305,"WA","New York City",1,"SUFFOLK","PINDAR VINEYARDS LLC","","117 MAIN STREET","","PORT JEFFERSON","NY",11777,914006,1999-04-20,2019-04-01,2022-03-31,40.94573481,-73.06832557,"(40.94573481, -73.06832557)"
"1043",2160677,"DISTILLER ""A-1""",206,"DA","Albany",2,"SULLIVAN","CATSKILL DISTILLING COMPANY LTD","","2037 ROUTE 17B","","BETHEL","NY",12720,883654,2010-08-26,2016-08-01,2019-07-31,41.68459888,-74.87443765,"(41.68459888, -74.87443765)"
"1044",2211965,"DISTILLER ""A-1""",206,"DA","Albany",2,"SULLIVAN","POMANSKYS DISTILLERY LLC","","23 DIANE BLVD","","WOODRIDGE","NY",12789,910617,2018-12-12,2018-12-12,2021-11-30,41.70992,-74.56424,"(41.70992, -74.56424)"
"1045",2188446,"DISTILLER ""A-1""",206,"DA","Albany",2,"SULLIVAN","PROHIBITION DISTILLERY LLC","PROHIBITION DISTILLERY LLC","10 UNION ST","","ROSCOE","NY",12776,913787,2013-03-13,2019-03-06,2022-02-28,41.93326914,-74.91368435,"(41.93326914, -74.91368435)"
"1047",2199288,"FARM BREWER",106,"FD","Albany",2,"SULLIVAN","SHREWD FOX BREWERY LLC","","552 RTE 55","","ELDRED","NY",12732,918232,2015-06-15,2019-06-01,2020-05-31,41.52563,-74.88451,"(41.52563, -74.88451)"
"1048",2193516,"FARM BREWER",106,"FD","Albany",2,"SULLIVAN","ROSCOE NY BEER COMPANY LLC, THE","ROSCOE BEER COMPANY","145 ROCKLAND RD","","ROSCOE","NY",12776,918450,2014-06-11,2019-06-01,2020-05-31,41.94588815,-74.91261723,"(41.94588815, -74.91261723)"
"1049",2160678,"FARM DISTILLER ""D""",207,"DD","Albany",2,"SULLIVAN","CATSKILL DISTILLING COMPANY LTD","CATSKILL WHISKEY COMPANY","2037 ROUTE 17B","","BETHEL","NY",12786,883653,2010-08-26,2016-08-01,2019-07-31,41.68459888,-74.87443765,"(41.68459888, -74.87443765)"
"1050",2188449,"FARM DISTILLER ""D""",207,"DD","Albany",2,"SULLIVAN","PROHIBITION DISTILLERY LLC","PROHIBITION DISTILLERY","10 UNION ST","","ROSCOE","NY",12776,887633,2013-03-13,2017-03-01,2020-02-29,41.93326914,-74.91368435,"(41.93326914, -74.91368435)"
"1051",2136389,"FARM WINERY",302,"FW","Albany",2,"SULLIVAN","BASHAKILL VINEYARDS LLC","","1131 SOUTH ROAD","","WURTSBORO","NY",12790,919410,2007-09-26,2019-09-01,2022-08-31,41.51467149,-74.53890551,"(41.51467149, -74.53890551)"
"1052",2180047,"FARM WINERY",302,"FW","Albany",2,"SULLIVAN","AARON BURR CIDERY LLC","THE CIDERY","2251 STATE ROUTE 209","","WURTSBORO","NY",12790,885925,2011-12-28,2016-12-01,2019-11-30,41.53299976,-74.5386392,"(41.53299976, -74.5386392)"
"1053",2190750,"MICRO BREWER",101,"MI","Albany",2,"SULLIVAN","CATSKILL BREWERY LLC","CATSKILL BREWERY","672 OLD STATE RTE 17","","LIVINGSTON MANOR","NY",12758,914620,2014-05-15,2019-05-01,2020-04-30,41.90653615,-74.82519882,"(41.90653615, -74.82519882)"
"1054",2198517,"MICRO BREWER",101,"MI","Albany",2,"SULLIVAN","ROSCOE NY BEER COMPANY LLC, THE","ROSCOE BEER COMPANY","145 ROCKLAND RD","","ROSCOE","NY",12776,912770,2016-01-21,2019-01-22,2019-12-31,41.9462,-74.9131,"(41.9462, -74.9131)"
"1055",3154034,"FARM BREWER",106,"FD","Buffalo",3,"TIOGA","FARMHOUSE BREWERY LLC, THE","THE FARMHOUSE BREWERY","2 WHIG ST","#A","NEWARK VALLEY","NY",13811,909789,2014-01-07,2019-01-01,2019-12-31,42.22466231,-76.18519921,"(42.22466231, -76.18519921)"
"1056",3159905,"FARM DISTILLER ""D""",207,"DD","Buffalo",3,"TIOGA","WATERMAN'S DISTILLERY LLC","","6172 STATE RTE 434","","APALACHIN","NY",13732,897725,2018-01-02,2018-01-02,2020-12-31,42.07845,-76.15908,"(42.07845, -76.15908)"
"1057",3154492,"FARM WINERY",302,"FW","Buffalo",3,"TIOGA","GLEN PARK VINEYARDS LLC","","633 ALLEN GLEN RD","","OWEGO","NY",13827,887734,2014-03-07,2017-03-01,2020-02-29,42.12268,-76.25687,"(42.12268, -76.25687)"
"1058",3157651,"FARM WINERY",302,"FW","Buffalo",3,"TIOGA","RICHFORD HILL WINERY LLC","","600 PAYNE MARSH RD","","RICHFORD","NY",13835,848598,2017-01-20,2017-01-20,2019-12-31,42.36393,-76.18513,"(42.36393, -76.18513)"
"1059",3156193,"DISTILLER ""A-1""",206,"DA","Buffalo",3,"TOMPKINS","SIX MILE ENTERPRISES LLC","SIX MILE CREEK VINEYARD","1551 SLATERVILLE RD","","ITHACA","NY",14850,901168,2015-07-29,2018-07-01,2021-06-30,42.41575,-76.45534,"(42.41575, -76.45534)"
"1060",3158626,"FARM BREWER",106,"FD","Buffalo",3,"TOMPKINS","NORTHEAST PIZZA AND BEER LLC","SCALE HOUSE BREWERY","23C CINEMA DR","","ITHACA","NY",14850,914123,2017-04-06,2019-04-01,2020-03-31,42.4801,-76.47836,"(42.4801, -76.47836)"
"1061",3153568,"FARM BREWER",106,"FD","Buffalo",3,"TOMPKINS","HOPSHIRE BREWERY LLC","HOPSHIRE FARM & BREWERY","1771 DRYDEN RD","","FREEVILLE","NY",13068,914663,2013-06-25,2019-04-15,2020-05-31,42.48171378,-76.3692873,"(42.48171378, -76.3692873)"
"1062",3159919,"FARM BREWER",106,"FD","Buffalo",3,"TOMPKINS","SALT POINT BREWING COMPANY LLC","","2075 E SHORE DR","","LANSING","NY",14882,913223,2018-03-20,2019-03-01,2020-02-29,42.5375,-76.50586,"(42.5375, -76.50586)"
"1063",3158447,"FARM BREWER",106,"FD","Buffalo",3,"TOMPKINS","LIQUID STATE BREWING COMPANY INC","","620 W GREEN ST","","ITHACA","NY",14850,908620,2017-10-20,2018-10-01,2019-09-30,42.43872,-76.50768,"(42.43872, -76.50768)"
"1065",3163223,"FARM WINERY",302,"FW","Buffalo",3,"TOMPKINS","BET THE FARM INC","BET THE FARM","4204 KRUMS CORNERS RD","","TRUMANSBURG","NY",14886,915884,2019-07-11,2019-07-11,2022-03-31,42.50153,-76.57439,"(42.50153, -76.57439)"
"1066",3156195,"FARM WINERY",302,"FW","Buffalo",3,"TOMPKINS","SIX MILE ENTERPRISES LLC","SIX MILE CREEK VINEYARD","1551 SLATERVILLE RD","","ITHACA","NY",14850,901169,2015-07-29,2018-07-01,2021-06-30,42.41575,-76.45534,"(42.41575, -76.45534)"
"1067",3157145,"FARM WINERY",302,"FW","Buffalo",3,"TOMPKINS","SOUTH HILL CIDER LLC","SOUTH HILL CIDER","560 W KING RD","","ITHACA","NY",14850,892883,2016-06-16,2017-09-01,2020-08-31,42.39193,-76.52275,"(42.39193, -76.52275)"
"1069",3158446,"MICRO BREWER",101,"MI","Buffalo",3,"TOMPKINS","LIQUID STATE BREWING COMPANY INC","","620 W GREEN ST","","ITHACA","NY",14850,908621,2017-10-20,2018-10-01,2019-09-30,42.43872,-76.50768,"(42.43872, -76.50768)"
"1070",3152614,"MICRO BREWER",101,"MI","Buffalo",3,"TOMPKINS","HOPSHIRE BREWERY LLC","HOPSHIRE FARM & BREWERY","1771 DRYDEN RD","","FREEVILLE","NY",13068,908536,2012-11-15,2018-11-01,2019-10-31,42.48171378,-76.3692873,"(42.48171378, -76.3692873)"
"1071",3151416,"MICRO BREWER",101,"MI","Buffalo",3,"TOMPKINS","ITHACA BEER COMPANY INC","ITHACA BEER COMPANY","122 ITHACA BEER DR","","ITHACA","NY",14850,918436,2012-08-16,2019-08-01,2020-07-31,42.41607205,-76.53508089,"(42.41607205, -76.53508089)"
"1072",3146859,"WINERY",301,"DW","Buffalo",3,"TOMPKINS","PORTS OF NEW YORK LLC","","815 TABER ST","","ITHACA","NY",14850,912734,2010-04-16,2019-04-01,2022-03-31,42.43845773,-76.5135085,"(42.43845773, -76.5135085)"
"1073",2126574,"DISTILLER ""A-1""",206,"DA","Albany",2,"ULSTER","TUTHILLTOWN SPIRITS LLC","","14 GRISTMILL LANE   PO BOX 320","","GARDINER","NY",12525,892901,2005-08-16,2017-08-01,2020-07-31,41.68762751,-74.17506834,"(41.68762751, -74.17506834)"
"1074",2205077,"DISTILLER ""A-1""",206,"DA","Albany",2,"ULSTER","STOUTRIDGE VINEYARD LLC","","10 ANN KALEY LN","","MARLBORO","NY",12542,886370,2017-02-02,2017-02-02,2020-01-31,41.61432,-73.98254,"(41.61432, -73.98254)"
"1075",2190920,"DISTILLER ""A-1""",206,"DA","Albany",2,"ULSTER","ALLIED WINE CORP","ARMON STROPKOV SPIRITS SILVER CLOUD SPIRITS","70 BERME RD","","ELLENVILLE","NY",12425,918287,2013-06-06,2019-06-01,2022-05-31,41.71618484,-74.38212933,"(41.71618484, -74.38212933)"
"1076",2212925,"DISTILLER ""A-1""",206,"DA","Albany",2,"ULSTER","PRINCE DISTILLERY LLC","","1519 RTE 9W","","MARLBORO","NY",12542,908492,2018-11-20,2018-11-20,2021-10-31,41.62322,-73.96452,"(41.62322, -73.96452)"
"1077",2212924,"DISTILLER ""B""",202,"DB","Albany",2,"ULSTER","PRINCE DISTILLERY LLC","","1519 RTE 9W","","MARLBORO","NY",12542,908491,2018-11-20,2018-11-20,2021-10-31,41.62322,-73.96452,"(41.62322, -73.96452)"
"1078",2203486,"FARM BREWER",106,"FD","Albany",2,"ULSTER","WEED FARMS INC","WEED ORCHARDS BREWING COMPANY","43 MOUNT ZION RD","","MARLBORO","NY",12542,918976,2016-07-25,2019-07-01,2020-06-30,41.62363,-74.00094,"(41.62363, -74.00094)"
"1079",2206517,"FARM BREWER",106,"FD","Albany",2,"ULSTER","GARDINER BREWING COMPANY LLC","","699 RTE 208","","GARDINER","NY",12525,919885,2017-08-02,2019-08-01,2020-07-31,41.66753,-74.13738,"(41.66753, -74.13738)"
"1080",2214173,"FARM BREWER",106,"FD","Albany",2,"ULSTER","KINGSTON STANDARD LLC","KINGSTON STANDARD","22 JANSEN AVE","","KINGSTON","NY",12401,999999,2019-03-07,2019-03-07,2022-02-28,41.9267,-73.99286,"(41.9267, -73.99286)"
"1081",2212175,"FARM BREWER",106,"FD","Albany",2,"ULSTER","HUDSON ALE WORKS LLC","","17 MILTON AVE","","HIGHLAND","NY",12528,999999,2018-07-06,2018-07-06,2020-06-30,41.71758,-73.9639,"(41.71758, -73.9639)"
"1082",2200080,"FARM BREWER",106,"FD","Albany",2,"ULSTER","YARD OWL CRAFT BREWERY INC","","19 OSPREY LN","STE 1","GARDINER","NY",12525,909799,2015-11-04,2018-11-02,2019-10-31,41.69127,-74.14682,"(41.69127, -74.14682)"
"1083",2192192,"FARM BREWER",106,"FD","Albany",2,"ULSTER","RB BREW LLC","","317 SPRINGTOWN RD","","NEW PALTZ","NY",12561,908830,2013-12-19,2018-12-01,2019-11-30,41.78947583,-74.0872299,"(41.78947583, -74.0872299)"
"1084",2207181,"FARM BREWER",106,"FD","Albany",2,"ULSTER","WOODSTOCK LOCAL BREWING LLC","WOODSTOCK BREWING","5581 RTE 28","","PHOENICIA","NY",12464,898306,2017-11-07,2018-06-20,2020-10-31,42.06265,-74.30735,"(42.06265, -74.30735)"
"1085",2200393,"FARM BREWER",106,"FD","Albany",2,"ULSTER","ARROWOOD FARMS LLC","","236 LOWER WHITFIELD RD","","ACCORD","NY",12404,911241,2016-01-08,2019-01-01,2019-12-31,41.80642,-74.24912,"(41.80642, -74.24912)"
"1086",2207747,"FARM DISTILLER ""D""",207,"DD","Albany",2,"ULSTER","COPPERSEA DISTILLING LLC","HIGHLAND SPIRITS","239 SPRINGTOWN RD","","NEW PALTZ","NY",12561,918588,2017-05-12,2019-08-01,2022-07-31,41.77907,-74.08962,"(41.77907, -74.08962)"
"1088",2205078,"FARM DISTILLER ""D""",207,"DD","Albany",2,"ULSTER","STOUTRIDGE VINEYARD LLC","","10 ANN KALEY LN","","MARLBORO","NY",12542,886369,2017-02-02,2017-02-02,2020-01-31,41.61432,-73.98254,"(41.61432, -73.98254)"
"1089",2136687,"FARM DISTILLER ""D""",207,"DD","Albany",2,"ULSTER","MAGNANINI FARM WINERY INC","","172 STRAWRIDGE RD","RTE 300 & RTE 52 OFF PLAINS RD","WALLKILL","NY",12589,889501,2008-04-21,2017-04-01,2020-03-31,41.59729174,-74.14999912,"(41.59729174, -74.14999912)"
"1090",2209742,"FARM DISTILLER ""D""",207,"DD","Albany",2,"ULSTER","QUEEN CITY FARM DISTILLERY INC","QUEEN CITY FARM DISTILLERY","25 CLARKS LN","","MILTON","NY",12547,898126,2018-04-13,2018-04-13,2021-03-31,41.65433,-73.97647,"(41.65433, -73.97647)"
"1091",2169206,"FARM DISTILLER ""D""",207,"DD","Albany",2,"ULSTER","TUTHILLTOWN SPIRITS LLC","","14 GRIST MILL LANE","ALBANY POST & TUTHILLTOWN RD","GARDINER","NY",12525,880994,2011-09-13,2016-09-01,2019-08-31,41.68762751,-74.17506834,"(41.68762751, -74.17506834)"
"1092",2208599,"FARM DISTILLER ""D""",207,"DD","Albany",2,"ULSTER","ARKADY ALEKSANDRYANTS","ARKADIYA DISTILLERY","714 ULSTER HEIGHTS RD","","ELLENVILLE","NY",12428,894741,2017-08-25,2017-08-25,2020-07-31,41.7513,-74.4403,"(41.7513, -74.4403)"
"1093",2214991,"FARM WINERY",302,"FW","Albany",2,"ULSTER","MAYNARD FARMS INC","","326 RIVER RD","","ULSTER PARK","NY",12487,910925,2019-04-15,2019-04-15,2022-03-31,41.86314,-73.96368,"(41.86314, -73.96368)"
"1094",2160419,"FARM WINERY",302,"FW","Albany",2,"ULSTER","TUTHILLTOWN SPIRITS LLC","TUTHILLTOWN SPIRITS","14 GRISTMILL LANE","","GARDINER","NY",12525,881004,2010-08-02,2016-08-01,2019-07-31,41.68762751,-74.17506834,"(41.68762751, -74.17506834)"
"1095",2197404,"FARM WINERY",302,"FW","Albany",2,"ULSTER","WEED FARMS INC","WEED ORCHARDS & WINERY","43 MT ZION RD","","MARLBORO","NY",12542,894002,2014-11-26,2017-11-01,2020-10-31,41.62262,-74.00142,"(41.62262, -74.00142)"
"1096",2199940,"FARM WINERY",302,"FW","Albany",2,"ULSTER","DUBOIS FARMS CORPORATION","","209 PERKINSVILLE RD","","HIGHLAND","NY",12528,911342,2016-01-08,2019-01-01,2021-12-31,41.68045,-73.96979,"(41.68045, -73.96979)"
"1098",2013268,"FARM WINERY",302,"FW","Albany",2,"ULSTER","RICHARD C ELDRIDGE","BRIMSTONE HILL VINEYARD","61 BRIMSTONE HILL ROAD","","PINE BUSH","NY",12566,884682,2004-09-08,2016-10-01,2019-09-30,41.6270217,-74.3133948,"(41.6270217, -74.3133948)"
"1099",2013266,"FARM WINERY",302,"FW","Albany",2,"ULSTER","BALDWIN VINEYARDS INC","","176 HARDENBURGH RD","","PINE BUSH","NY",12566,887151,1982-10-29,2016-12-01,2019-09-30,41.62314189,-74.2940958,"(41.62314189, -74.2940958)"
"1100",2189884,"FARM WINERY",302,"FW","Albany",2,"ULSTER","BRUNEL & RAFAEL INC","","180 SOUTH ST","","MARLBORO","NY",12542,884313,2013-11-04,2016-11-01,2019-10-31,41.59930591,-74.00204356,"(41.59930591, -74.00204356)"
"1101",2194909,"FARM WINERY",302,"FW","Albany",2,"ULSTER","YANKEE FOLLY LLC","YANKEE FOLLY CIDERY","69 YANKEE FOLLY RD","","NEW PALTZ","NY",12561,888043,2014-02-19,2017-02-01,2020-01-31,41.73012892,-74.15505161,"(41.73012892, -74.15505161)"
"1102",2196800,"FARM WINERY",302,"FW","Albany",2,"ULSTER","NOSTRANO VINEYARDS LLC","NOSTRANO VINEYARDS","14 GALA LN","","MILTON","NY",12547,893014,2014-09-19,2017-09-01,2020-08-31,41.65034,-74.0039,"(41.65034, -74.0039)"
"1103",2013261,"FARM WINERY",302,"FW","Albany",2,"ULSTER","EL PASO WINERY INC","EL PASO WINERY","742 BROADWAY","","ULSTER PARK","NY",12487,885709,NA,2016-11-01,2019-10-31,41.85657453,-73.97002566,"(41.85657453, -73.97002566)"
"1104",2189615,"FARM WINERY",302,"FW","Albany",2,"ULSTER","ROBIBERO FAMILY VINEYARDS LLC","","714 ALBANY POST RD","TALL PINES RD & FOXWOOD RD","GARDINER","NY",12561,914614,2013-05-17,2019-05-01,2022-04-30,41.71350205,-74.16044978,"(41.71350205, -74.16044978)"
"1105",2013262,"FARM WINERY",302,"FW","Albany",2,"ULSTER","WHITECLIFF VINEYARD & WINERY LLC","WHITECLIFF VINEYARD & WINERY","331 MCKINSTRY RD","","GARDINER","NY",12525,911783,NA,2019-01-01,2021-12-31,41.68531004,-74.20260749,"(41.68531004, -74.20260749)"
"1107",2121225,"FARM WINERY",302,"FW","Albany",2,"ULSTER","GLORIE FARM WINERY LLC","","40 MOUNTAIN ROAD","MT ZION RD & RESERVOIR RD","MARLBORO","NY",12542,914606,2004-05-13,2019-05-01,2022-04-30,41.61751282,-74.01271556,"(41.61751282, -74.01271556)"
"1108",2117372,"FARM WINERY",302,"FW","Albany",2,"ULSTER","STOUTRIDGE VINEYARD LLC","","10 ANN KALEY LANE","RIDGE RD & ANN KALEY LN","MARLBORO","NY",12542,912691,2006-02-22,2019-04-01,2022-03-31,41.61330711,-73.97800285,"(41.61330711, -73.97800285)"
"1109",2108930,"FARM WINERY",302,"FW","Albany",2,"ULSTER","MAGNANINI FARM WINERY INC","","172 STRAWRIDGE ROAD","","WALLKILL","NY",12589,913558,2001-04-09,2019-04-01,2022-03-31,41.59729174,-74.14999912,"(41.59729174, -74.14999912)"
"1110",2179249,"FARM WINERY",302,"FW","Albany",2,"ULSTER","LEONARDO F BUSCIGLIO","WOODSTOCK WINERY","395 WITTENBERG RD","","BEARSVILLE","NY",12409,911459,2012-01-19,2019-01-01,2021-12-31,42.02602032,-74.19275068,"(42.02602032, -74.19275068)"
"1111",2183767,"FARM WINERY",302,"FW","Albany",2,"ULSTER","KETTLEBOROUGH CIDER HOUSE LLC","","277 STATE ROUTE 208","","NEW PALTZ","NY",12561,907214,2012-05-11,2019-06-26,2022-04-30,41.714467,-74.11107939,"(41.714467, -74.11107939)"
"1112",2213465,"FARM WINERY",302,"FW","Albany",2,"ULSTER","FJORD VINEYARDS LLC","","156 HIGHLAND AVE","","MARLBORO","NY",12542,849353,2018-10-24,2018-10-24,2021-09-30,41.59241,-73.98215,"(41.59241, -73.98215)"
"1113",2153476,"FARM WINERY",302,"FW","Albany",2,"ULSTER","ENLIGHTENMENT WINES FARM AND MEADERY LLC","ENLIGHTENMENT WINES","67 BARCLAY ROAD","","CLINTONDALE","NY",12515,918869,2010-06-17,2019-06-12,2022-05-31,41.66647856,-74.07103983,"(41.66647856, -74.07103983)"
"1114",2117486,"MICRO BREWER",101,"MI","Albany",2,"ULSTER","KEEGAN ALES LLC","KEEGAN ALES","20 SAINT JAMES ST","PROSPECT & CLINTON","KINGSTON","NY",12401,915218,2003-12-01,2019-06-01,2020-05-31,41.93175716,-74.01205885,"(41.93175716, -74.01205885)"
"1115",2207182,"MICRO BREWER",101,"MI","Albany",2,"ULSTER","WOODSTOCK LOCAL BREWING LLC","WOODSTOCK BREWING","5581 RTE 28","","PHOENICIA","NY",12464,897549,2017-11-07,2017-11-07,2020-10-31,42.06265,-74.30735,"(42.06265, -74.30735)"
"1116",2214174,"MICRO BREWER",101,"MI","Albany",2,"ULSTER","KINGSTON STANDARD LLC","KINGSTON STANDARD","22 JANSEN AVE","","KINGSTON","NY",12401,999999,2019-03-07,2019-03-07,2022-02-28,41.9267,-73.99286,"(41.9267, -73.99286)"
"1117",2198583,"MICRO BREWER",101,"MI","Albany",2,"ULSTER","GREAT LIFE BREWING COMPANY LLC","","75 CLARENDON AVE","UNIT #1","KINGSTON","NY",12401,913839,2015-05-22,2019-05-01,2020-04-30,41.94123,-73.99702,"(41.94123, -73.99702)"
"1118",2201079,"MICRO BREWER",101,"MI","Albany",2,"ULSTER","HEIKO GIESBERG","NEW PALTZ BREWING COMPANY (PFALZERBRAU)","7174 RTE 209","","WAWARSING","NY",12458,909217,2015-11-27,2019-01-01,2019-12-31,41.75851,-74.3584,"(41.75851, -74.3584)"
"1119",2199304,"MICRO BREWER",101,"MI","Albany",2,"ULSTER","HUDSON ALE WORKS LLC","","17 MILTON AVE","","HIGHLAND","NY",12528,894449,2015-11-04,2017-11-01,2020-06-30,41.71786,-73.96409,"(41.71786, -73.96409)"
"1120",2198870,"RESTAURANT BREWER",210,"MR","Albany",2,"ULSTER","ROUGH CUT BREWPUB LLC","ROUGH CUT BREWING CO","5945 RTE 44 55","","KERHONKSON","NY",12446,899593,2015-06-08,2018-06-01,2021-05-31,41.76008,-74.28514,"(41.76008, -74.28514)"
"1121",2185614,"RESTAURANT BREWER",210,"MR","Albany",2,"ULSTER","JES LYN ENTERPRISES LTD","BACCHUS","4 S CHESTNUT ST","","NEW PALTZ","NY",12561,912604,2013-03-28,2019-03-01,2022-02-28,41.74726107,-74.086837,"(41.74726107, -74.086837)"
"1122",2201080,"WINERY",301,"DW","Albany",2,"ULSTER","LIQUID ALTITUDE LLC","LIQUID ALTITUDE","428 DECKER RD","BLDG B","WALLKILL","NY",12589,897571,2017-03-15,2017-08-10,2020-02-29,41.66922,-74.25457,"(41.66922, -74.25457)"
"1126",2203003,"WINERY",301,"DW","Albany",2,"ULSTER","HETTA GLOGG LLC","","85 BROADWAY","","KINGSTON","NY",12401,911702,2016-09-29,2019-01-01,2021-12-31,41.91988,-73.98538,"(41.91988, -73.98538)"
"1127",2183947,"WINERY",301,"DW","Albany",2,"ULSTER","ALLIED WINE CORP","STROPKOV SPIRITS AND SILVER CLOUD SPIRITS","70 BERME RD","1ST FLR & 3RD FLR WAREHOUSE","ELLENVILLE","NY",12428,913523,2012-12-13,2019-03-01,2022-02-28,41.71603801,-74.38245794,"(41.71603801, -74.38245794)"
"1128",2131707,"WINERY",301,"DW","Albany",2,"ULSTER","SLATE HILL VINEYARD INC","BENMARL WINERY","156 HIGHLAND AVE","BINGHAM RD & SOUTH ST","MARLBORO","NY",12542,849356,2006-10-04,2016-10-17,2019-09-30,41.59672562,-73.98256754,"(41.59672562, -73.98256754)"
"1129",2112012,"WINERY",301,"DW","Albany",2,"ULSTER","JOSEPH ZAKON WINERY LTD","CROWN REGAL WINE CELLARS","1519 ROUTE 9W BLDG 2","EXT 101","MARLBORO","NY",12542,913317,2005-06-02,2019-03-01,2022-02-28,41.62322388,-73.96451737,"(41.62322388, -73.96451737)"
"1130",2190166,"DISTILLER ""A-1""",206,"DA","Albany",2,"WARREN","LAKE GEORGE DISTILLING COMPANY LLC","","11262 STATE RTE 149","","FORT ANN","NY",12827,913955,2013-05-16,2019-05-01,2022-04-30,43.4134858,-73.50302125,"(43.4134858, -73.50302125)"
"1131",2214712,"FARM BREWER",106,"FD","Albany",2,"WARREN","GLENS FALLS BREWING COMPANY LLC","LAKE GEORGE BREW HOUSE","1043 STATE RTE 9","","QUEENSBURY","NY",12804,999999,2019-04-23,2019-04-23,2020-04-30,43.34342,-73.68623,"(43.34342, -73.68623)"
"1132",2195436,"FARM BREWER",106,"FD","Albany",2,"WARREN","MEAN MAX BREW WORKS LLC","MEAN MAX BREW WORKS","193 GLEN ST","UNIT #2","GLENS FALLS","NY",12801,999999,2014-07-22,2019-07-01,2022-06-30,43.31014,-73.64448,"(43.31014, -73.64448)"
